restaurant_name,borough,building_num,street,zip_code,phone_num
KENNEDY FRIED CHICKEN,BRONX,1051,OGDEN AVE,10452,(718)293-2932
KENNEDY FRIED CHICKEN,BRONX,1076,E 165TH ST,10459,(347)284-4103
KENNEDY FRIED CHICKEN,BRONX,1170,WEBSTER AVE,10456,(718)880-6744
KENNEDY FRIED CHICKEN,BRONX,1220,OGDEN AVE,10452,(646)905-9373
KENNEDY FRIED CHICKEN,BRONX,124,FEATHERBED LN,10452,(718)450-8486
KENNEDY FRIED CHICKEN,BRONX,13,E MOUNT EDEN AVE,10452,(347)849-9291
KENNEDY FRIED CHICKEN,BRONX,1359,E GUN HILL RD,10469,(718)515-8990
KENNEDY FRIED CHICKEN,BRONX,1560,WATSON AVE,10472,(347)892-1929
KENNEDY FRIED CHICKEN,BRONX,157,DREISER LOOP,10475,(718)671-3636
KENNEDY FRIED CHICKEN,BRONX,162,E 174TH ST,10457,(718)753-9062
KENNEDY FRIED CHICKEN,BRONX,1708,UNIVERSITY AVE,10453,(929)265-9440
KENNEDY FRIED CHICKEN,BRONX,1815,GRAND CONCOURSE,10453,(718)583-9565
KENNEDY FRIED CHICKEN,BRONX,1820,ARCHER STREET,10460,(718)794-4515
KENNEDY FRIED CHICKEN,BRONX,1956,JEROME AVE,10453,(718)466-5118
KENNEDY FRIED CHICKEN,BRONX,211,E 198TH ST,10458,(347)271-4114
KENNEDY FRIED CHICKEN,BRONX,2115,GRAND CONCOURSE,10453,(646)552-3988
KENNEDY FRIED CHICKEN,BRONX,220,EAST 170 STREET,10456,(718)576-8551
KENNEDY FRIED CHICKEN,BRONX,224,E 188TH ST,10458,(646)552-3988
KENNEDY FRIED CHICKEN,BRONX,2273,CROTONA AVENUE,10457,(718)365-6094
KENNEDY FRIED CHICKEN,BRONX,2280,JEROME AVENUE,10453,(718)708-5125
KENNEDY FRIED CHICKEN,BRONX,2310,GRAND CONCOURSE,10458,(718)329-4139
KENNEDY FRIED CHICKEN,BRONX,232,E 198TH ST,10458,(718)618-0706
KENNEDY FRIED CHICKEN,BRONX,2371,GRAND CONCOURSE,10468,(718)584-4950
KENNEDY FRIED CHICKEN,BRONX,2463,CRESTON AVENUE,10468,(347)269-8264
KENNEDY FRIED CHICKEN,BRONX,249,E TREMONT AVE,10457,(347)577-1877
KENNEDY FRIED CHICKEN,BRONX,25,BEDFORD PARK BLVD E,10468,(718)684-6364
KENNEDY FRIED CHICKEN,BRONX,286,E 149TH ST,10451,(917)292-1908
KENNEDY FRIED CHICKEN,BRONX,297,E 170TH ST,10456,(718)427-5407
KENNEDY FRIED CHICKEN,BRONX,3042,3 AVENUE,10451,(917)376-4215
KENNEDY FRIED CHICKEN,BRONX,3420,BOSTON RD,10469,(718)882-5080
KENNEDY FRIED CHICKEN,BRONX,351,E 152ND ST,10451,(347)431-7926
KENNEDY FRIED CHICKEN,BRONX,381,BEDFORD PARK BLVD,10458,(718)562-6262
KENNEDY FRIED CHICKEN,BRONX,3988,WHITE PLAINS RD,10466,(718)881-4868
KENNEDY FRIED CHICKEN,BRONX,4718,WHITE PLAINS RD,10470,(718)324-6776
KENNEDY FRIED CHICKEN,BRONX,482,E 169TH ST,10456,(914)608-9242
KENNEDY FRIED CHICKEN,BRONX,495,EAST  138 STREET,10454,(718)401-2360
KENNEDY FRIED CHICKEN,BRONX,548,EAST  138 STREET,10454,(718)401-5980
KENNEDY FRIED CHICKEN,BRONX,5605,BROADWAY,10463,(718)432-1181
KENNEDY FRIED CHICKEN,BRONX,638,E 169TH ST,10456,(718)893-6325
KENNEDY FRIED CHICKEN,BRONX,667,E 187TH ST,10458,(917)801-2727
KENNEDY FRIED CHICKEN,BRONX,67,W KINGSBRIDGE RD,10468,(718)432-2961
KENNEDY FRIED CHICKEN,BRONX,696,ALLERTON AVENUE,10467,(347)520-7275
KENNEDY FRIED CHICKEN,BRONX,707,LYDIG AVENUE,10462,(718)823-1341
KENNEDY FRIED CHICKEN,BRONX,726,EAST  152 STREET,10455,(718)205-3638
KENNEDY FRIED CHICKEN,BRONX,730,E 149TH ST,10455,(718)665-3831
KENNEDY FRIED CHICKEN,BRONX,733,WESTCHESTER AVE,10455,(718)513-0933
KENNEDY FRIED CHICKEN,BRONX,870,HUNTS POINT AVE,10474,(718)328-5959
KENNEDY FRIED CHICKEN,BRONX,879,E TREMONT AVE,10460,(718)299-0045
KENNEDY FRIED CHICKEN,BRONX,934,MORRIS AVE,10456,(347)875-9481
KENNEDY FRIED CHICKEN,BRONX,973,LEGGETT AVE,10455,(347)968-3188
KENNEDY FRIED CHICKEN,BROOKLYN,1341,FLATBUSH AVE,11210,(347)649-5981
KENNEDY FRIED CHICKEN,BROOKLYN,1429,NOSTRAND AVE,11226,(347)827-6439
KENNEDY FRIED CHICKEN,BROOKLYN,1676,NOSTRAND AVE,11226,(347)649-5981
KENNEDY FRIED CHICKEN,BROOKLYN,17,MACDOUGAL ST,11233,(718)467-5039
KENNEDY FRIED CHICKEN,BROOKLYN,2325,MERMAID AVE,11224,(917)434-9683
KENNEDY FRIED CHICKEN,BROOKLYN,2788,FULTON STREET,11207,(718)235-1283
KENNEDY FRIED CHICKEN,BROOKLYN,4102,AVENUE D,11203,(718)287-0745
KENNEDY FRIED CHICKEN,BROOKLYN,433,DEKALB AVE,11205,(718)622-9088
KENNEDY FRIED CHICKEN,BROOKLYN,5424,7TH AVE,11220,(718)438-2592
KENNEDY FRIED CHICKEN,BROOKLYN,783,HICKS ST,11231,(929)305-9882
KENNEDY FRIED CHICKEN,BROOKLYN,938,UTICA AVE,11203,(718)703-1570
KENNEDY FRIED CHICKEN,MANHATTAN,108,W 145TH ST,10039,(212)690-1200
KENNEDY FRIED CHICKEN,MANHATTAN,1270,SAINT NICHOLAS AVE,10033,(347)319-7841
KENNEDY FRIED CHICKEN,MANHATTAN,1316,5TH AVE,10026,(347)276-5530
KENNEDY FRIED CHICKEN,MANHATTAN,1774,LEXINGTON AVENUE,10029,(212)996-5719
KENNEDY FRIED CHICKEN,MANHATTAN,2232,3RD AVE,10035,(718)210-6999
KENNEDY FRIED CHICKEN,MANHATTAN,2798,8TH AVE,10039,(347)327-7668
KENNEDY FRIED CHICKEN,QUEENS,10220,37TH AVE,11368,(718)505-1057
KENNEDY FRIED CHICKEN,QUEENS,11101,ROCKAWAY BOULEVARD,11420,(718)835-2330
KENNEDY FRIED CHICKEN,QUEENS,11518,LEFFERTS BLVD,11420,(718)224-6030
KENNEDY FRIED CHICKEN,QUEENS,13447,SPRINGFIELD BLVD,11413,(718)849-3286
KENNEDY FRIED CHICKEN,QUEENS,13518,JAMAICA AVE,11418,(718)658-6721
KENNEDY FRIED CHICKEN,QUEENS,16719,HILLSIDE AVE,11432,(957)806-7742
KENNEDY FRIED CHICKEN,QUEENS,17951,HILLSIDE AVE,11432,(718)206-4075
KENNEDY FRIED CHICKEN,QUEENS,3561,JUNCTION BOULEVARD,11368,(718)779-9337
KENNEDY FRIED CHICKEN,QUEENS,8770,PARSONS BLVD,11432,(646)591-9996
KENNEDY FRIED CHICKEN,QUEENS,8905C,165TH ST,11432,(516)828-3189
KENNEDY FRIED CHICKEN,QUEENS,9110,SUTPHIN BLVD,11435,(718)657-6777
KENNEDY FRIED CHICKEN,STATEN ISLAND,229,BROAD ST,10304,(917)830-0071
KENNEDY FRIED CHICKEN & GRILL,BROOKLYN,255,KINGSTON AVE,11213,(929)253-0032
KENNEDY FRIED CHICKEN & PIZZA,BRONX,1335,PROSPECT AVE,10459,(347)269-7870
KENNEDY FRIED CHICKEN & PIZZA,BRONX,198,E 167TH ST,10456,(347)469-5515
KENNEDY FRIED CHICKEN & PIZZA,BRONX,218,E 165TH ST,10456,(718)588-5780
KENNEDY FRIED CHICKEN & PIZZA,BRONX,2487,JEROME AVE,10468,(718)450-8039
KENNEDY FRIED CHICKEN & PIZZA,BRONX,2843,GRAND CONCOURSE,10468,(718)450-3959
KENNEDY FRIED CHICKEN & PIZZA,BRONX,3216,3RD AVE,10451,(929)272-9858
KENNEDY FRIED CHICKEN & PIZZA,BRONX,4400,WHITE PLAINS RD,10470,(718)708-6223
KENNEDY FRIED CHICKEN & PIZZA,BRONX,647,E TREMONT AVE,10457,(917)631-8300
KENNEDY FRIED CHICKEN & PIZZA,BROOKLYN,3127,FULTON ST,11208,(718)513-0174
KENNEDY FRIED CHICKEN & PIZZA,MANHATTAN,1,W 137TH ST,10037,(718)375-2065
KENNEDY FRIED CHICKEN & PIZZA,QUEENS,17373,106TH AVE,11433,(718)298-6900
KENNEDY FRIED CHICKEN & PIZZA,QUEENS,3460,JUNCTION BLVD,11372,(718)672-1188
KENNEDY FRIED CHICKEN & PIZZERIA,BRONX,952,LONGWOOD AVE,10459,(646)239-4726
KENNEDY FRIED CHICKEN & SALAD BAR,BRONX,3413,JEROME AVE,10467,(718)676-9700
KENNEDY FRIED CHICKEN AND PIZZA,BRONX,2041,GRAND CONCOURSE,10453,(718)294-4477
KENNEDY FRIED CHICKEN/JUGOS NATURALES,QUEENS,6029,ROOSEVELT AVE,11377,(718)426-7670
KENNEDY PIZZA & CHICKEN,BROOKLYN,294,NOSTRAND AVENUE,11216,(718)638-1115
KENNEDY'S CHICKEN & GRILL,MANHATTAN,1550,SAINT NICHOLAS AVE,10040,(212)781-4739
KENNEDY'S CHICKEN & GRILL,MANHATTAN,2083,AMSTERDAM AVE,10032,(917)624-8039
KENNEDY'S CHICKEN & SANDWICHES,BRONX,1282,SOUTHERN BOULEVARD,10459,(347)862-1581
KENNEDY'S CHICKEN & SANDWICHS,BRONX,1039,EAST 163 STREET,10459,(347)270-5804
KENNEDY'S FRIED CHICKEN,BRONX,253,E 167TH ST,10456,(347)200-5923
KENNEDY'S FRIED CHICKEN & BISCUITS,BRONX,4652,3RD AVE,10458,(718)684-9969
KENNEDY'S RESTAURANT,QUEENS,406,BAYSIDE,11697,(718)945-0202
KENNY'S BAKERY,MANHATTAN,126,DYCKMAN STREET,10040,(212)569-8414
KENNY'S RESTAURANT,BROOKLYN,1924,NOSTRAND AVENUE,11226,(718)469-8888
KENSINGTON CATERING (ATERES CHINKA),BROOKLYN,129,ELMWOOD AVENUE,11230,(718)252-8480
KENT THEATRE,BROOKLYN,1170,CONEY ISLAND AVE,11230,(718)338-3376
KENTA SUSHI BAR,QUEENS,3923,BELL BLVD,11361,(718)225-4898
KENTUCKY FRIED CHICKEN (KFC),BRONX,1959,BRUCKNER BLVD,10472,(718)406-4091
KESTANE KEBAB,BROOKLYN,110,NASSAU AVENUE,11222,(718)349-8601
KESTE PIZZA & VINO,MANHATTAN,271,BLEECKER STREET,10014,(212)243-1500
KESTE WALL STREET,MANHATTAN,77,FULTON ST,10038,(212)693-9030
KETAL ONE LOUNGE INSEAT PANTRY IB,BRONX,1,EAST  161 STREET,10451,(917)273-3435
KETCH BREWHOUSE,MANHATTAN,6,PLATT ST,10038,(212)273-9296
KETSIE GROCERY,BRONX,865-869,E 149TH ST,10455,(718)742-6755
KETTLE & THREAD,BROOKLYN,1219,CHURCH AVE,11218,(347)789-3108
KETTLE OF FISH,MANHATTAN,59,CHRISTOPHER STREET,10014,(212)414-2278
KEUKA KAFE,QUEENS,11204,QUEENS BOULEVARD,11375,(718)880-1478
KEUR COUMBA RESTAURANT,MANHATTAN,125,WEST  116 STREET,10026,(212)866-3900
KEVIN CAR WASH AND DELICATESSEN,BRONX,3455,THIRD AVE,10456,(718)618-7393
KEW GARDENS CHICKEN,QUEENS,8045,KEW GARDENS RD,11415,(718)268-2508
KEW GARDENS CINEMAS,QUEENS,8105,LEFFERTS BOULEVARD,11415,(718)441-3002
KEW MOTOR INN RESTAURANT & BAR,QUEENS,13901,GRAND CENTRAL PKWY,11435,(917)560-7766
KEY BAR,MANHATTAN,432,EAST   13 STREET,10009,(212)478-3021
KEZI 88,BROOKLYN,316,KINGS HWY,11223,(347)702-4213
KFC,BRONX,1125,EAST GUN HILL ROAD,10469,(718)515-6155
KFC,BRONX,375,E 149TH ST,10455,(718)585-8333
KFC,BRONX,3770,BOSTON ROAD,10469,(718)652-0525
KFC,BRONX,5625,BROADWAY,10463,(718)601-0582
KFC,BROOKLYN,1040,BEDFORD AVENUE,11205,(347)485-0933
KFC,BROOKLYN,1556,MYRTLE AVENUE,11237,(718)381-9175
KFC,BROOKLYN,1615,UTICA AVE,11234,(718)677-0445
KFC,BROOKLYN,1667,PITKIN AVENUE,11212,(347)350-8368
KFC,BROOKLYN,458,UTICA AVE,11203,(877)694-4474
KFC,BROOKLYN,495,NOSTRAND AVENUE,11216,(718)622-4108
KFC,BROOKLYN,5223,5TH AVE,11220,(718)492-2813
KFC,BROOKLYN,534,CONEY ISLAND AVE,11218,(718)872-5016
KFC,BROOKLYN,798,4TH AVE,11232,(718)768-4853
KFC,BROOKLYN,9201,5TH AVE,11209,(877)694-4474
KFC,BROOKLYN,942,FLATBUSH AVE,11226,(718)856-7022
KFC,MANHATTAN,1922,3 AVENUE,10029,(212)423-0599
KFC,MANHATTAN,242,E 14TH ST,10003,(877)694-4474
KFC,MANHATTAN,707,LENOX AVENUE,10039,(973)342-1421
KFC,MANHATTAN,761,7 AVENUE,10019,(212)767-8347
KFC,QUEENS,11705,FRANCIS LEWIS BOULEVARD,11411,(718)525-9608
KFC,QUEENS,14004,QUEENS BOULEVARD,11435,(718)523-0540
KFC,QUEENS,15203,NORTHERN BLVD,11354,(718)463-0218
KFC,QUEENS,15805,UNION TPKE,11366,(718)380-6152
KFC,QUEENS,15850,CROSS BAY BOULEVARD,11414,(718)843-9312
KFC,QUEENS,17546,HILLSIDE AVE,11432,(718)526-2127
KFC,QUEENS,3042,STEINWAY STREET,11103,(718)267-2222
KFC,QUEENS,5717,QUEENS BLVD,11377,(718)424-0019
KFC,QUEENS,8715,NORTHERN BLVD,11372,(718)335-9705
KFC,QUEENS,8719,JAMAICA AVENUE,11421,(718)709-4990
KFC,QUEENS,9015,QUEENS BLVD,11373,(718)699-0145
KFC,STATEN ISLAND,1453,FOREST AVE,10302,(718)447-2822
KFC,STATEN ISLAND,2471,HYLAN BLVD,10306,(718)667-4882
KFC AND TACO BELL,BRONX,1731,WEBSTER AVE,10457,(913)469-1112
"KFC, TACO BELL",BROOKLYN,2026,CONEY ISLAND AVE,11223,(718)375-0234
"KFC, TACO BELL",BROOKLYN,208,MCGUINNESS BOULEVARD,11222,(718)383-6666
"KFC, TACO BELL",MANHATTAN,2,PENN PLAZA,10121,(212)630-0320
KFC/TACO BELL,BROOKLYN,108-30,FLATLANDS AVE,11207,(718)272-1809
KGB BAR,MANHATTAN,85,EAST    4 STREET,10003,(212)505-3360
KHAABAR BAARI,QUEENS,3722,73 STREET,11372,(718)639-4466
KHABAR GHOR,BROOKLYN,473,MCDONALD AVE,11218,(718)633-1700
KHALIL BIRYANI HOUSE,BRONX,1445,OLMSTEAD AVE,10462,(646)763-5073
KHALIL BIRYANI HOUSE & HALAL CHINESE,BRONX,2062,MCGRAW AVE,10462,(646)763-5073
KHALLE BAR AND GRILL,BRONX,3638,BAILEY AVE,10463,(347)326-6293
KHAMPA KITCHEN INN,QUEENS,7515,ROOSEVELT AVE,11372,(718)898-1790
KHAN LOUNGE,QUEENS,2581,STEINWAY STREET,11103,(646)340-5603
KHAN'S GYRO & FRIED CHICKEN,BROOKLYN,1947,BATH AVE,11214,(347)312-7777
KHAO KANG,QUEENS,7620,WOODSIDE AVE,11373,(718)806-1807
KHAO MUN KAI,QUEENS,3711,MAIN ST,11354,(347)294-7295
KHAO NOM,QUEENS,4206,77TH ST,11373,(347)944-4257
KHAO SARN,BROOKLYN,338,BEDFORD AVE,11249,(718)963-1238
KHAWACHEN,QUEENS,8202,45TH AVE,11373,(347)837-8678
KHE-YO,MANHATTAN,157,DUANE STREET,10013,(212)587-1089
KHUN NOO,QUEENS,5120,SKILLMAN AVE,11377,(718)426-8162
KHYBER PASS,MANHATTAN,34,ST MARKS PLACE,10003,(212)473-0989
KI SUSHI,BROOKLYN,122,SMITH STREET,11201,(718)935-0575
KI SUSHI,BROOKLYN,282,FLATBUSH AVE,11217,(718)230-1381
KIABACCA PIZZA AND BEER,MANHATTAN,639,10TH AVE,10036,(212)649-4675
KICK AXE THROWING,BROOKLYN,622,DEGRAW ST,11217,(833)542-5293
KID'S FUNHOUSE,QUEENS,6269,FRESH POND ROAD,11385,(718)418-5437
KIDDIE CAKES,STATEN ISLAND,6378,AMBOY RD,10309,(718)356-3111
KIDO SUSHI (QUEENS CENTER MALL),QUEENS,9015,QUEENS BOULEVARD,11373,(718)271-3688
KIDS 'N' ACTION,BROOKLYN,1149,MCDONALD AVENUE,11230,(718)377-1818
KIDVILLE CAFE,MANHATTAN,163,EAST   84 STREET,10028,(212)772-8435
KIKI'S,MANHATTAN,130,DIVISION ST,10002,(646)882-7052
KIKI'S GRAB & GO,STATEN ISLAND,7423,AMBOY RD,10307,(718)554-4134
KIKI'S GRILL & ROTISSERIE,MANHATTAN,121,DIVISION ST,10002,(347)361-8054
KIKOO SUSHI,MANHATTAN,141,1ST AVE,10003,(212)533-3888
KIKOO SUSHI,MANHATTAN,998,COLUMBUS AVE,10025,(929)285-6666
KIKU,BROOKLYN,361,7 AVENUE,11215,(718)499-2288
KIKU ASIAN BISTRO,BROOKLYN,2,LINCOLN PL,11217,(718)638-3366
KIKU JAPANESE CUISINE,STATEN ISLAND,3838,RICHMOND AVENUE,10312,(718)608-8589
KIKU JAPANESE RESTAURANT,MANHATTAN,50,WEST   55 STREET,10019,(212)582-8357
KIKU SUSHI,BROOKLYN,453,7 AVENUE,11215,(718)369-1155
KIKU SUSHI,MANHATTAN,235,9TH AVE,10001,(212)627-3660
KILL DEVIL HOUSE OF DARK SPIRITS,BROOKLYN,292,BEDFORD AVE,11249,(347)599-0822
KILLARNEY ROSE,MANHATTAN,80,BEAVER STREET,10005,(212)422-1486
KILLMEYER'S OLD BAVARIA INN.,STATEN ISLAND,4256,ARTHUR KILL ROAD,10309,(718)984-1202
KILO,MANHATTAN,857,9 AVENUE,10019,(212)707-8770
KILO ASTORIA,QUEENS,3127,DITMARS BLVD,11105,(718)606-9300
KILO BRAVO,BROOKLYN,180,N 10TH ST,11211,(347)987-4379
KIM ESS DOO,BROOKLYN,5507,13TH AVE,11219,(917)353-8117
KIM FAI RESTAURANT,BROOKLYN,1628,UTICA AVE,11234,(718)951-0529
KIM HUA,BRONX,628,COURTLANDT AVENUE,10451,(718)585-9095
KIM PO,QUEENS,11006,FARMERS BLVD,11412,(718)264-2828
KIM'S ISLAND CHINESE RESTAURANT,STATEN ISLAND,175,MAIN STREET,10307,(718)356-5168
KIM'S RESTAURANT,QUEENS,11606,ROCKAWAY BEACH BLVD,11694,(718)318-4881
KIMBOB NARA,QUEENS,15302A,NORTHERN BLVD,11354,(718)888-0787
KIMCHAYUL MYUNGPOOM GALBI,QUEENS,4122,162ND ST,11358,(718)886-9292
KIMCHEE KOREAN RESTAURANT,BROOKLYN,9324,3 AVENUE,11209,(718)567-5741
KIMCHI GRILL,BROOKLYN,766,WASHINGTON AVENUE,11238,(718)360-1839
KIMGANAE RESTAURANT,QUEENS,3912,UNION STREET,11354,(718)888-3100
KIMOTO ROOFTOP,BROOKLYN,216,DUFFIELD ST,11201,(718)858-8940
KIN KHAO THAI KITCHEN,MANHATTAN,2200,AMSTERDAM AVE,10032,(646)833-7939
KIN'D,QUEENS,19203,UNION TPKE,11366,(718)468-0888
KINANM LOUNGE,BROOKLYN,856,ATLANTIC AVE,11238,(347)405-0500
KINARAS INDIAN FOOD,BROOKLYN,368,MYRTLE AVENUE,11205,(718)237-4008
KIND OF SOUL,BROOKLYN,497,ATLANTIC AVE,11217,(347)599-2699
KIND REGARDS,MANHATTAN,152,LUDLOW STREET,10002,(212)253-0036
KINFOLK,Missing,94,WYTHE AVE,11249,(347)799-2946
KINFOLK STUDIOS,BROOKLYN,90,WYTHE AVE.,11249,(347)799-2946
KING,MANHATTAN,18,KING ST,10014,(917)825-1618
KING BAKERY,MANHATTAN,90,EAST BROADWAY,10002,(917)215-6855
KING BARKA JAMAICAN & AMERICAN RESTAURANT,BRONX,3377,BOSTON RD,10469,(347)789-9660
KING BARKA JAMAICAN & AMERICAN RESTAURANT INC,MANHATTAN,301,W 135TH ST,10030,(347)641-8572
KING CHICKEN PIZZA BURGERS,QUEENS,11623,JAMAICA AVE,11418,(718)849-2350
KING COUNTY  DOGS,BROOKLYN,620,ATLANTIC AVENUE,11217,(917)618-6310
KING CRAB HOUSE,QUEENS,13511,40TH RD,11354,(929)666-8864
KING CRAB STATION,BROOKLYN,2435,86TH ST,11214,(718)266-8988
KING DAVID LOUNGE,QUEENS,NKA,jfk internaional airport,11430,(718)244-3108
KING DAVID/MIKIHANA SUSHI,QUEENS,10110,QUEENS BOULEVARD,11375,(718)896-7686
KING DRAGON 88,MANHATTAN,1548,MADISON AVE,10029,(212)369-6788
KING DRAGON RESTAURANT,BRONX,120,E MOUNT EDEN AVE,10452,(718)731-3188
KING DUMPLINGS,MANHATTAN,74,HESTER ST,10002,(917)751-6681
KING FOOD,MANHATTAN,489,AMSTERDAM AVENUE,10024,(212)799-8467
KING GARDEN,QUEENS,14612,HILLSIDE AVE,11435,(646)309-9956
KING GARDEN RESTAURANT,MANHATTAN,1,W 137TH ST,10037,(212)862-8818
KING GARDEN RESTAURANT,MANHATTAN,4316,BROADWAY,10033,(212)781-3862
KING GRILL RESTAURANT,BRONX,855,EAST  169 STREET,10459,(347)634-7063
KING HING RESTAURANT,BRONX,3227,WESTCHESTER AVENUE,10461,(718)239-7723
KING HOUSE,BRONX,2381,WESTCHESTER AVENUE,10461,(718)518-8833
KING HOUSE,MANHATTAN,1053,SAINT NICHOLAS AVE,10032,(212)928-9329
KING KABAB,QUEENS,16709,HILLSIDE AVE,11432,(718)526-4968
KING KEW GARDEN CHINESE RESTAURANT,QUEENS,11649,QUEENS BLVD,11375,(718)268-2288
KING OF FALAFEL & SHAWARMA,QUEENS,3015,BROADWAY,11106,(718)340-8068
KING OF INDIA,QUEENS,24904,HILLSIDE AVENUE,11426,(718)347-4000
KING OF TANDOOR,BROOKLYN,600,FLATBUSH AVENUE,11225,(347)533-6811
KING OF THE SEA,BROOKLYN,1102,BEDFORD AVE,11216,(914)755-4683
KING PIZZA,BROOKLYN,1427,FULTON STREET,11216,(718)783-2728
KING RIVER CHEN CHINESE RESTAURANT,QUEENS,8018,31ST AVE,11370,(718)803-0818
KING ROYAL FRIED CHICKEN,BROOKLYN,590,5 AVENUE,11215,(718)965-0893
KING SOLOMON CATERING & RESTAURANT,BROOKLYN,1787,CONEY ISLAND AVE,11230,(718)414-9767
KING SOUVLAKI,BROOKLYN,84-02,3RD AVE,11217,(718)333-5016
KING SUNSHINE #2 JERK CENTER,BRONX,1294,WESTCHESTER AVE,10459,(347)862-4020
KING SUNSHINE JERK CENTER,BRONX,1853,WESTCHESTER AVENUE,10472,(718)409-3809
KING TAI,BROOKLYN,1095,BERGEN ST,11216,(718)513-1025
KING TEXAS FRIED CHICKEN AND PIZZA,BROOKLYN,2919B,SURF AVE,11224,(347)722-2592
KING WAH,QUEENS,6417,FRESH POND RD,11385,(718)418-5858
KING WAH RESTAURANT ZHANG,QUEENS,6911,NORTHERN BLVD,11377,(718)651-8080
KING WOK,BRONX,63,E KINGSBRIDGE RD,10468,(718)329-6121
KING WOK,BRONX,725,ALLERTON AVENUE,10467,(718)231-1000
KING WOK,BROOKLYN,3510,NOSTRAND AVE,11229,(646)789-1723
KING WOK,MANHATTAN,222,VARICK ST,10014,(917)478-2032
KING WOK,QUEENS,18420,HORACE HARDING EXPRESSWAY,11365,(718)321-0600
KING WOK,QUEENS,22521,MERRICK BLVD,11413,(718)712-1899
KING WOK,QUEENS,24825,NORTHERN BLVD,11362,(718)229-8988
KING WOK,QUEENS,25-67,FRANCIS LEWIS BLVD,11358,(718)352-2266
KING WOK,QUEENS,6910,MYRTLE AVENUE,11385,(718)456-3317
KING WOK,QUEENS,7925,MAIN ST,11367,(917)528-0298
KING WOK KITCHEN,QUEENS,10829,ASCAN AVENUE,11375,(718)263-3900
KING'S ARMS RESTAURANT,STATEN ISLAND,500,FOREST AVENUE,10310,(718)448-0326
KING'S CHEF,MANHATTAN,587,LENOX AVE,10037,(212)281-6688
KING'S CHEF,QUEENS,13348,WHITESTONE EXPRESSWAY,11354,(718)961-3388
KING'S CHEF,QUEENS,15327,CROSS ISLAND PARKWAY,11357,(718)767-8100
KING'S CHEF CHINESE RESTAURANT,BRONX,1095,PROSPECT AVE,10459,(718)617-2988
KING'S CHEF RESTAURANT,QUEENS,4311,28TH AVE,11103,(646)255-3008
KING'S ESPRESSO BAR,BROOKLYN,210,KINGS HWY,11223,(718)714-7013
KING'S KITCHEN,BROOKLYN,158,LEWIS AVENUE,11221,(718)919-8919
KING'S PIZZA,BROOKLYN,1688,EAST   16 STREET,11229,(718)627-8434
KING'S PIZZA,MANHATTAN,110,WEST  145 STREET,10039,(212)283-0182
KING'S STREET COFFEE,MANHATTAN,121,W 30TH ST,10001,(212)335-0333
KING'S WOK,BROOKLYN,1473,BEDFORD AVENUE,11216,(718)221-5866
KING'S WOK,BROOKLYN,261,TROY AVE,11213,(718)363-1187
KING'S WOK KITCHEN,BRONX,6669,BROADWAY,10471,(718)601-7777
KING'S WOK RESTAURANT,BROOKLYN,1761,BATH AVE,11214,(718)259-7160
KING'S WOK RESTAURANT,MANHATTAN,3575A,BROADWAY,10031,(212)281-5167
KINGDOM PIZZA,STATEN ISLAND,4350,AMBOY ROAD,10312,(718)948-6988
KINGS BAKERY,BROOKLYN,2053,86TH ST,11214,(718)975-3388
KINGS CARRIAGE HOUSE,MANHATTAN,251,EAST   82 STREET,10028,(212)734-5490
KINGS CHEF,BRONX,2258,WEBSTER AVE,10457,(718)618-7978
KINGS COUNTY CAFETERIA,BROOKLYN,451,CLARKSON AVENUE,11203,(718)245-3527
KINGS COUNTY CAFETERIA BLDG T,BROOKLYN,451,CLARKSON AVENUE,11203,(718)363-1499
KINGS COUNTY DISTILLERY,BROOKLYN,63,FLUSHING AVE,11205,(347)689-4180
KINGS COUNTY DOGS,BROOKLYN,620,ATLANTIC AVENUE,11217,(917)618-6310
KINGS COUNTY IMPERIAL,BROOKLYN,20,SKILLMAN AVE,11211,(718)610-2000
KINGS COUNTY IMPERIAL LES,MANHATTAN,168 1/2,DELANCEY ST,10002,(212)275-0244
KINGS GARDEN,QUEENS,9606,31ST AVE,11369,(917)861-9922
KINGS GRILL,BROOKLYN,1807,KINGS HWY,11229,(718)759-6522
KINGS JUICE BAR,QUEENS,955,SENECA AVE,11385,(718)386-5464
KINGS KITCHEN,BROOKLYN,2051,86TH ST,11214,(917)945-5892
KINGS KITCHEN,BROOKLYN,5223,8TH AVE,11220,(718)853-1288
KINGS KITCHEN,MANHATTAN,92,E BROADWAY,10002,(212)966-7288
KINGS KTV KARAOKE,BROOKLYN,820,39TH ST,11232,(718)851-8118
KINGS MEN,BROOKLYN,255,MALCOLM X BOULEVARD,11233,(718)919-6611
KINGS THEATRE,BROOKLYN,1027,FLATBUSH AVE,11226,(718)826-7834
KINGS WOK,QUEENS,4912,30TH AVE,11377,(917)605-2119
KINGSBREW,BROOKLYN,2001,ORIENTAL BLVD,11235,(718)368-5959
KINGSBRIDGE COFFEE SHOP,BRONX,17,EAST KINGSBRIDGE ROAD,10468,(347)879-7059
KINGSBRIDGE DONUT SHOP,BRONX,249,WEST  231 STREET,10463,(347)346-4171
KINGSBRIDGE SOCIAL CLUB,BRONX,3625,KINGSBRIDGE AVE,10463,(347)346-5180
KINGSLAND BAR,BROOKLYN,269,NORMAN AVE,11222,(347)614-6886
