,restaurant_name,borough,building_num,street,zip_code,phone_num,inspection_score,grade
10557,Hourglass Tavern,Manhattan,373,WEST   46 STREET,10036,(212)265-2060,16.428571428571427,B
10558,House Left Concession,Brooklyn,3052-3078,W 21ST ST,11224,(917)304-9069,9.5,A
10559,House Of Antojitos,Bronx,583,EAST 187 STREET,10458,(718)758-6504,13.166666666666666,A
10560,House Of Brews,Manhattan,302,WEST   51 STREET,10019,(212)541-7080,17.46153846153846,B
10561,House Of Cheng,Bronx,89,E 165TH ST,10452,(718)588-8575,10.5,A
10562,House Of Gyro & Shawarma,Queens,6901,FRESH POND RD,11385,(347)844-9183,17.555555555555557,B
10563,House Of Hookah,Queens,3907,BELL BLVD,11361,(347)989-4640,11.2,A
10564,House Of Inasal,Queens,6514,ROOSEVELT AVE,11377,(718)429-0709,21.857142857142858,B
10565,House Of Kava,Brooklyn,238,CENTRAL AVE,11221,(347)687-6801,16.0,B
10566,House Of Pizza & Calzones,Brooklyn,132,UNION STREET,11231,(718)624-9107,16.375,B
10567,House Of Seafood Express,Manhattan,429,LENOX AVE,10037,(917)873-7039,14.75,B
10568,House Of Thai,Queens,2501,40TH AVE,11101,(201)256-5165,20.70967741935484,B
10569,House Of Yes,Brooklyn,2,WYCKOFF AVE,11237,(646)838-4937,19.344827586206897,B
10570,House Pizza,Bronx,246,E 204TH ST,10458,(718)733-3336,22.61764705882353,B
10571,House Special Restaurant,Manhattan,171,HESTER ST,10013,(212)343-9496,17.9,B
10572,Houseman Restaurant,Manhattan,508,GREENWICH ST,10013,(212)641-0654,11.5,A
10573,Housing Works Food,Manhattan,126,CROSBY STREET,10012,(212)966-0466,21.333333333333332,B
10574,Houston Hall,Manhattan,222,WEST HOUSTON STREET,10014,(212)675-9323,12.571428571428571,A
10575,How Greek It Is,Staten Island,2224,HYLAN BLVD,10306,(718)273-3200,15.8125,B
10576,How Greek It Is Too!,Staten Island,1734,VICTORY BLVD,10314,(718)720-4900,32.6,C
10577,Howard Beach Bagel Cafe,Queens,16254,CROSSBAY BOULEVARD,11414,(718)843-5700,10.545454545454545,A
10578,Howard Johnson Lic,Queens,3861,12TH ST,11101,(718)752-1888,31.25,C
10579,Howl At The Moon Bar & Grill,Bronx,585,EAST  189 STREET,10458,(718)561-7694,10.0,A
10580,Howong Seafood Restaurant,Brooklyn,6718,BAY PKWY,11204,(718)232-0833,19.75,B
10581,Hoy Wong Restaurant,Manhattan,81,MOTT STREET,10013,(212)374-1312,41.30232558139535,C
10582,Hq Club,Manhattan,552,WEST   38 STREET,10018,(212)967-4646,10.2,A
10583,Hsbc Bank,Manhattan,452,5 AVENUE,10018,(212)525-8981,10.0,A
10584,Hu Kitchen,Manhattan,78,5 AVENUE,10011,(212)510-8919,27.085714285714285,C
10585,Hua Cheng Restaurant,Queens,4119,KISSENA BLVD,11355,(929)753-3301,38.68421052631579,C
10586,Hua Hui Bakery,Brooklyn,4501,4TH AVE,11220,(718)853-5165,10.375,A
10587,Hua Ji Pork Chop,Manhattan,7,ALLEN ST,10002,(212)219-9876,27.818181818181817,C
10588,Hua Long Restaurant,Brooklyn,706,FULTON ST,11217,(718)875-5362,20.0,B
10589,Hua Rong,Queens,8323,BROADWAY,11373,(718)760-1027,10.952380952380953,A
10590,Hua Xia Restaurant,Manhattan,49,DIVISION ST,10002,(212)965-1926,36.0,C
10591,Huabei Dumpling Ramen,Queens,13358,41ST AVE,11355,(718)886-8176,30.823529411764707,C
10592,Huang Ming Hing,Brooklyn,380,AVENUE P,11204,(718)645-3131,7.666666666666667,A
10593,Huascar & Co Bake Shop,Manhattan,453,W 54TH ST,10019,(646)797-9040,19.77777777777778,B
10594,Huaxcuaxtla Restaurant,Bronx,605,COURTLANDT AVENUE,10451,(646)463-8779,26.954545454545453,B
10595,Hub Thai,Manhattan,103-105,AVENUE A,10009,(212)228-8221,15.714285714285714,B
10596,Huckleberry Bar,Brooklyn,588,GRAND STREET,11211,(718)218-8555,25.181818181818183,B
10598,Hudson Bagel,Manhattan,691,9TH AVE,10036,(212)245-1200,17.333333333333332,B
10599,Hudson Bar,Manhattan,353,WEST   57 STREET,10019,(212)554-6303,26.055555555555557,B
10600,Hudson Bar And Books,Manhattan,636,HUDSON STREET,10014,(212)229-2642,11.444444444444445,A
10601,Hudson Cafe,Manhattan,628,HUDSON ST,10014,(212)390-1724,23.0,B
10602,Hudson Clearwater,Manhattan,447,HUDSON STREET,10014,(212)989-3255,22.482758620689655,B
10603,Hudson Food Court,Manhattan,333,HUDSON STREET,10013,(212)367-2192,28.022222222222222,C
10604,Hudson Hound,Manhattan,575,HUDSON STREET,10014,(646)638-2900,10.2,A
10605,Hudson Malone,Manhattan,218,E 53RD ST,10022,(212)355-6607,18.133333333333333,B
10606,"Hudson News, Dunkin', Baskin Robbins",Queens,NKA,JFK INTERNATIONAL AIRPORT,11430,(347)334-4174,12.466666666666667,A
10607,Hudson Restaurant,Brooklyn,340,BEDFORD AVE,11249,(917)829-0840,10.6,A
10608,Hudson River Trading,Manhattan,4,WORLD TRADE CTR,10048,(212)293-1921,8.75,A
10609,Hudson Station,Manhattan,440,9 AVENUE,10001,(212)244-4406,12.8,A
10610,Hudson Terrace,Manhattan,621,WEST 46 STREET,10036,(212)315-9400,17.0,B
10611,Hudson Theatre,Manhattan,139,W 44TH ST,10036,(212)556-4707,16.0,B
10612,Hudson View Restaurant,Manhattan,770,WEST  181 STREET,10033,(212)781-0303,23.869565217391305,B
10613,Hudson'S Market @ Sheraton New York,Manhattan,811,7 AVENUE,10019,(212)841-6569,12.05,A
10614,Huertas,Manhattan,107,1ST AVE,10003,(212)228-4490,14.416666666666666,B
10615,Hug Esan,Queens,7716,WOODSIDE AVE,11373,(929)328-0392,21.941176470588236,B
10616,Hug Tea,Brooklyn,810,60TH ST,11220,(929)299-9948,51.5,C
10617,Hughes Hubbard & Reed Llp,Manhattan,1,BATTERY PARK PLAZA,10004,(212)837-6272,9.571428571428571,A
10618,Hughes Tavern,Manhattan,1682,1 AVENUE,10128,(646)258-7638,9.833333333333334,A
10619,Hui Restaurant And Bar,Manhattan,314,E 70TH ST,10021,(646)869-0339,25.09090909090909,B
10620,Hui Tea,Manhattan,240A,CANAL ST,10013,(917)265-8697,22.5,B
10621,Hui Wei Chinese Food,Brooklyn,706,56TH ST,11220,(917)868-5780,33.319148936170215,C
10622,Hui'S Garden,Queens,4108,COLLEGE POINT BLVD,11355,(718)888-1550,26.2,B
10623,Hula Poke,Manhattan,1028,AMSTERDAM AVE,10025,(917)379-8888,7.5,A
10624,Humberto'S Rice & Beans Restaurant,Manhattan,1318,SAINT NICHOLAS AVE,10033,(212)923-1318,23.3,B
10625,Humble Fish,Manhattan,35,LISPENARD ST,10013,(610)420-6509,16.142857142857142,B
10626,Humboldt & Jackson,Brooklyn,434,HUMBOLDT ST,11211,(718)702-8277,12.875,A
10627,Hummus & Pita Co,Manhattan,585,AVE OF THE AMER,10011,(212)510-7405,17.923076923076923,B
10628,Hummus And Pita Co,Manhattan,616,8TH AVE,10018,(646)944-4500,19.375,B
10629,Hummus Kitchen,Manhattan,1613,2ND AVE,10028,(212)988-0090,17.5,B
10630,Hummus Kitchen,Manhattan,444,3RD AVE,10016,(212)696-0055,17.933333333333334,B
10631,Hummus Kitchen,Manhattan,768,9TH AVE,10019,(212)333-3009,21.0,B
10632,Hummus Market,Brooklyn,361,GRAHAM AVE,11211,(718)599-5600,14.807692307692308,B
10633,Hummus Place,Manhattan,305,AMSTERDAM AVENUE,10023,(212)799-3335,24.285714285714285,B
10634,"Humro Bhim'S Cafe,",Queens,7410,37 ROAD,11372,(718)458-0917,23.08,B
10635,Hunan Bistro,Manhattan,96,3RD AVE,10003,(718)668-5271,37.964285714285715,C
10636,Hunan Cafe,Queens,13740,NORTHERN BLVD,11354,(347)653-2204,31.0,C
10637,Hunan Chen'S Kitchen,Manhattan,1003,COLUMBUS AVE,10025,(212)222-1118,23.323529411764707,B
10638,Hunan Delight,Brooklyn,752,UNION STREET,11215,(718)789-1400,20.22222222222222,B
10639,Hunan Delight,Manhattan,1467,YORK AVE,10075,(212)628-8161,34.67857142857143,C
10640,Hunan House,Manhattan,40,W 56TH ST,10019,(212)213-2299,34.1,C
10641,Hunan K,Queens,6014,QUEENS BLVD,11377,(718)779-8177,8.0,A
10642,Hunan Kitchen Flushing,Queens,4247,MAIN ST,11355,(718)888-0553,27.387096774193548,C
10643,Hunan Manor,Manhattan,339,LEXINGTON AVE,10016,(212)682-2883,17.27777777777778,B
10644,Hunan Park,Manhattan,721,COLUMBUS AVE,10025,(212)222-6511,19.894736842105264,B
10645,Hunan Slurp Shop,Manhattan,112,1ST AVE,10009,(646)585-9585,15.857142857142858,B
10646,Hunan West,Brooklyn,6165,STRICKLAND AVE,11234,(718)444-1678,14.714285714285714,B
10647,Hundred Taste,Queens,4235,MAIN ST,11355,(718)661-9066,25.377777777777776,B
10648,Hung Hing Chinese Restaurant,Bronx,239,BEDFORD PARK BLVD,10458,(718)562-5050,18.473684210526315,B
10649,Hungarian Kosher,Brooklyn,5009,16 AVENUE,11204,(718)851-0400,12.307692307692308,A
10650,Hungarian Pastry Shop,Manhattan,1030,AMSTERDAM AVENUE,10025,(212)866-4230,15.8,B
10651,Hunger Pang,Brooklyn,1021,CHURCH AVE,11218,(917)627-0785,16.083333333333332,B
10652,Hungry Bird,Bronx,980,MORRIS AVE,10456,(917)801-4900,20.1,B
10653,Hungry Burrito,Brooklyn,510,MORGAN AVE,11222,(718)387-1006,27.2,C
10654,Hungry Burrito Tacos,Queens,811,SENECA AVE,11385,(718)207-5413,12.142857142857142,A
10655,Hungry Ghost,Brooklyn,183,STERLING PLACE,11238,(718)783-7375,13.0,A
10656,Hungry Ghost,Brooklyn,721,METROPOLITAN AVE,11211,(917)909-1918,13.0,A
10657,Hungry Ghost Coffee,Brooklyn,590,FULTON ST,11217,(202)679-6431,21.142857142857142,B
10659,Hungry Ghost Coffee,Manhattan,NKA,HIGH LINE PARK WEST 15TH ST,10011,(202)270-6688,2.0,A
10660,Hungry Ghost Coffee Bar And Cafe,Brooklyn,253,FLATBUSH AVENUE,11217,(718)483-8666,15.08695652173913,B
10661,Hungry Ghost Coffee Bar And Cafe At Tisch,Manhattan,721,BROADWAY,10003,(202)270-6688,14.363636363636363,B
10662,Hungry Ghost Coffee Bar At Fulton,Brooklyn,781,FULTON ST,11217,(718)797-3595,13.0,A
10663,Hungry?,Brooklyn,978,LORIMER ST,11222,(347)987-3893,13.3,A
10664,Hunky Dory,Brooklyn,747,FRANKLIN AVE,11238,(832)368-1505,12.0,A
10665,Hunt & Fish Club,Manhattan,125,W 44TH ST,10036,(212)575-4949,18.384615384615383,B
10666,Hunter Bar  888,Brooklyn,4414,8TH AVE,11220,(718)851-0418,19.0,B
10667,Hunter Deli,Manhattan,966,LEXINGTON AVENUE,10021,(212)439-7758,22.842105263157894,B
10668,Hunter'S Steak & Ale House,Brooklyn,9404,FOURTH AVENUE,11209,(718)238-8899,16.551724137931036,B
10669,Hunts Point Juice Bar & Deli,Bronx,620,MANIDA STREET,10474,(347)918-9442,27.074074074074073,C
10670,Huntspoint Chinese Restaurant,Bronx,901,SOUTHERN BOULEVARD,10459,(718)378-2055,19.454545454545453,B
10671,Hurley'S Saloon,Manhattan,232,WEST   48 STREET,10036,(212)765-8981,18.352941176470587,B
10672,Huron Club/Soho Playhouse,Manhattan,15,VANDAM STREET,10013,(212)691-1555,22.0,B
10673,Hush Cafe Lounge & Garden,Queens,7010,GRAND AVENUE,11378,(718)779-6061,14.0,B
10674,Husky-P Meals Direct,Queens,18417,140TH AVE,11413,(718)525-1161,19.825,B
10675,Hutch & Waldo Coffee,Manhattan,247,E 81ST ST,10028,(917)409-1399,14.722222222222221,B
10676,Hwa Yuan Szechuan,Manhattan,42,E BROADWAY,10002,(917)365-4499,10.857142857142858,A
10677,Hwaban,Manhattan,55,W 19TH ST,10011,(917)261-2020,13.0,A
10678,Hyatt Herald Square,Manhattan,30,W 31ST ST,10001,(212)330-1234,15.2,B
10679,Hyatt House New York/ Chelsea,Manhattan,815,AVENUE OF THE AMERICAS,10001,(212)513-0001,18.5,B
10680,Hyatt Place,Queens,2707,43RD AVE,11101,(929)208-3100,15.785714285714286,B
10681,Hyatt Place Flushing,Queens,13342,39TH AVE,11354,(718)888-1234,11.333333333333334,A
10682,Hyatt Place New York Midtown South,Manhattan,52-54,W 36TH ST,10018,(212)239-9100,10.916666666666666,A
10683,Hydra Lounge,Queens,8818,LIBERTY AVE,11417,(718)629-7519,16.818181818181817,B
10684,Hylan Diner,Staten Island,2561,HYLAN BLVD,10306,(718)668-9200,16.91304347826087,B
10685,Hyo Dong Gak,Manhattan,51,WEST   35 STREET,10001,(212)695-7167,15.4,B
10686,Habits Nurturing Youthfulness,Queens,10916,FARMERS BLVD,11412,(516)983-2067,24.153846153846153,B
10687,Happy Family,Manhattan,213,E BROADWAY,10002,(212)254-0624,19.75,B
10688,Harlem Taco And Bowl,Manhattan,2288,FREDERICK DOUGLASS BLVD,10027,(646)524-5636,12.0,A
10690,Hawa Smoothie,Brooklyn,295,BROADWAY,11211,(929)337-9437,7.666666666666667,A
10691,Hawa Smoothie,Manhattan,156,DELANCEY ST,10002,(718)709-6158,5.0,A
10692,He Ji Noodle,Queens,13335,ROOSEVELT AVE,11354,(631)662-5587,10.272727272727273,A
10693,Helado De Coco By Alyssa,Brooklyn,1124,SURF AVE,11224,(917)577-9739,120.0,C
10694,Herbal Life/Salud Es Vida,Queens,6006,39TH AVE,11377,(516)492-7683,10.1,A
10695,Hibachi Express,Manhattan,536,E 14TH ST,10009,(817)600-0099,3.6666666666666665,A
10696,Himalayan Curry House,Manhattan,254,W 108TH ST,10025,(347)852-8158,9.0,A
10697,Hoja Santa,Queens,4017,30TH AVE,11103,(917)285-6807,8.5,A
10698,Honore Club,Brooklyn,173,IRVING AVE,11237,(718)938-2661,20.772727272727273,B
10699,Houban Barbeque,Queens,14008,HOLLY AVE,11355,(718)539-9898,11.533333333333333,A
10700,Hungry Ghost Coffee,Brooklyn,80,DEKALB AVE,11201,(718)489-0998,13.0,A
10701,I  Love Dim Sum,Brooklyn,123,AVENUE U,11223,(718)996-2882,23.0,B
10702,I & R Deli,Brooklyn,6908,15 AVENUE,11228,(718)331-3900,9.636363636363637,A
10703,I Am Thai Express,Queens,4908,43RD AVE,11377,(718)457-7700,16.714285714285715,B
10704,I Bakery 18,Brooklyn,7118,18TH AVE,11204,(718)758-5581,25.36,B
10705,I Chopsticks,Queens,18520,HORACE HARDING EXPY,11365,(718)321-1221,15.0,B
10706,I Eat,Bronx,1187,MORRISON AVE,10472,(917)318-7868,13.9,A
10708,I Land Fish & Grill,Brooklyn,7911,FLATLANDS AVE,11236,(718)444-6812,32.48571428571429,C
10709,I Love Ny Pizza,Bronx,1739,E 172ND ST,10472,(718)860-3446,29.2,C
10710,I Love Panzerotti,Manhattan,220,VARICK ST,10014,(929)293-2959,16.0,B
10711,I Love Paraguay,Queens,4316,GREENPOINT AVENUE,11104,(718)786-5534,14.428571428571429,B
10712,I Love Pho Ii,Queens,8202,45TH AVE,11373,(929)601-6703,7.0,A
10713,I Love Pizza,Bronx,3075,3RD AVE,10451,(718)292-5503,15.85,B
10714,I Luv Pho,Queens,3711,MAIN ST,11354,(917)535-7188,8.0,A
10715,I Sodi,Manhattan,105,CHRISTOPHER STREET,10014,(212)414-5774,19.88888888888889,B
10716,I Sushi,Queens,1635,WOODBINE ST,11385,(646)961-0239,21.357142857142858,B
10717,I Tre Merli,Manhattan,10,LITTLE WEST 12TH ST,10014,(212)646-5369,58.0,C
10718,I Trulli/Ristoro Del Cinghiale,Manhattan,122,EAST   27 STREET,10016,(212)481-7372,13.8,A
10719,I X Cafe,Brooklyn,43,LINCOLN RD,11225,(347)533-6920,18.55,B
10720,I-Ce-Ny,Manhattan,101,MACDOUGAL ST,10012,(917)388-3851,10.2,A
10721,I-Fortune Cookie,Queens,4469,21ST ST,11101,(718)786-4821,6.6,A
10722,I.Ce.Ny,Queens,7124A,AUSTIN ST,11375,(929)499-3424,7.166666666666667,A
10723,I.O. Cafe,Queens,793,FAIRVIEW AVENUE,11385,(718)456-1207,14.272727272727273,B
10724,Ibakery,Brooklyn,5920,8TH AVE,11220,(718)439-3168,15.0,B
10725,Ibakery 86,Brooklyn,2223,86TH ST,11214,(347)702-5002,17.866666666666667,B
10726,Ibm Cafeteria,Manhattan,51,ASTOR PL,10003,(845)234-1267,12.142857142857142,A
10727,Ibm Cafeteria,Manhattan,590,MADISON AVENUE,10022,(212)745-7575,8.4,A
10728,Ibm Executive Dining Room,Manhattan,590,MADISON AVE,10022,(212)821-1757,8.5,A
10729,Ic Brooklyn Cafe,Brooklyn,251,WILSON AVE,11237,(718)450-3346,20.19047619047619,B
10731,Ice & Vice,Brooklyn,55,WATER ST,11201,(646)678-3687,19.0,B
10732,Ice Cream Center & Cafe,Brooklyn,4511,13 AVENUE,11219,(718)438-0018,8.777777777777779,A
10733,Ice Cream House On 36,Brooklyn,2,CHURCH AVE,11218,(718)972-0222,36.44444444444444,C
10734,Ice Cream House On Ave M,Brooklyn,1725,AVENUE M,11230,(718)972-0222,11.5,A
10735,Ice Cream House On Bedford,Brooklyn,873,BEDFORD AVE,11205,(718)972-0222,17.285714285714285,B
10736,Ice House Cafe,Bronx,140,REYNOLDS AVENUE,10465,(718)863-5580,14.0,B
10737,Ice Scream,Bronx,200,BAYCHESTER AVE,10475,(718)663-2080,7.0,A
10738,Ichi Sushi I,Brooklyn,2040,86 STREET,11214,(718)373-2929,14.5,B
10739,Ichi Umi,Manhattan,6,EAST   32 STREET,10016,(212)725-1333,29.88888888888889,C
10740,Ichiba Kitchen,Brooklyn,196,SMITH ST,11201,(929)295-0148,45.0,C
10741,Ichiba Ramen,Manhattan,125,UNIVERSITY PL,10003,(212)777-2495,77.54285714285714,C
10742,Ichibantei,Manhattan,401,E 13TH ST,10009,(646)368-9755,11.833333333333334,A
10743,Ichigo Sushi,Brooklyn,7308,3RD AVE,11209,(718)833-8818,14.222222222222221,B
10744,Ichiran,Manhattan,132,W 31ST ST,10001,(212)465-0701,7.5,A
10745,Ichiran Times Square,Manhattan,152,W 49TH ST,10019,(646)617-7087,36.22222222222222,C
10746,Icon,Queens,3184,33RD ST,11106,(917)832-6364,10.0,A
10747,Iconyc Brewing Company,Queens,4513,34TH AVE,11101,(347)342-1360,6.5,A
10748,Icook,Queens,8117,BROADWAY,11373,(929)522-0886,19.894736842105264,B
10749,Icook Buffet,Queens,13324,41ST AVE,11355,(917)285-2516,28.16216216216216,C
10750,Ida'S Nearabout,Queens,4313,QUEENS BLVD,11104,(718)433-1916,11.0,A
10751,Idea Coffee,Manhattan,246,5TH AVE,10001,(646)896-1533,9.0,A
10752,Idlewild,Brooklyn,24,SAINT NICHOLAS AVENUE,11237,(646)924-8488,17.666666666666668,B
10753,Ifc Center,Manhattan,323,6TH AVE,10014,(212)924-6789,16.46153846153846,B
10754,Ifh El Buffet Restaurant  Alberto'S Mofongo House,Manhattan,217,DYCKMAN STREET,10040,(212)942-5656,12.4,A
10755,Ig Night,Queens,13135,FOWLER AVE,11355,(718)358-7666,15.8,B
10756,Iggy'S,Manhattan,1452,2 AVENUE,10021,(212)327-3043,10.285714285714286,A
10757,Iggy'S Pizzeria,Manhattan,173,1 AVENUE,10003,(212)353-3331,13.642857142857142,A
10758,Igloo Cafe,Queens,2226,31ST ST,11105,(718)726-7700,17.9,B
10759,Igloo Rolls,Queens,10222,39TH AVE,11368,(347)876-8125,10.357142857142858,A
10760,Ignazio'S,Brooklyn,4,WATER STREET,11201,(718)522-2100,8.9,A
10761,Ignited Restaurant & Lounge,Queens,3027,STEINWAY ST,11103,(718)412-2414,19.88888888888889,B
10762,Iguana Bar Lounge,Bronx,3304,WHITE PLAINS RD,10467,(646)296-3691,12.0,A
10763,Iguana Restaurant,Manhattan,240,WEST   54 STREET,10019,(212)765-5454,23.333333333333332,B
10764,Iguazu Grill Wine & Beer,Manhattan,26,JEFFERSON ST,10002,(917)560-9537,15.608695652173912,B
10765,Ihawan,Queens,4006,70 STREET,11377,(718)205-1480,26.606060606060606,B
10766,Ihop,Bronx,1001,WHITE PLAINS ROAD,10472,(718)823-5124,11.571428571428571,A
10767,Ihop,Bronx,4340,BOSTON POST RD,10475,(718)325-6664,10.0,A
10768,Ihop,Bronx,4340,BOSTON ROAD,10475,(718)325-6664,12.333333333333334,A
10769,Ihop,Bronx,5655,BROADWAY,10463,(718)549-4565,16.59090909090909,B
10770,Ihop,Bronx,817,ALLERTON AVENUE,10467,(718)515-0161,21.5,B
10771,Ihop,Bronx,961,EAST  174 STREET,10460,(718)860-4467,17.608695652173914,B
10772,Ihop,Brooklyn,1019,SURF AVE,11224,(718)676-7220,13.928571428571429,A
10773,Ihop,Brooklyn,11000,FLATLANDS AVENUE,11207,(718)257-4467,10.272727272727273,A
10774,Ihop,Brooklyn,2101,RALPH AVENUE,11234,(718)251-2262,17.928571428571427,B
10775,Ihop,Brooklyn,2244,CHURCH AVE,11226,(718)287-4467,8.4,A
10776,Ihop,Brooklyn,253,LIVINGSTON ST,11201,(718)222-4467,12.0,A
10777,Ihop,Brooklyn,785,FLUSHING AVENUE,11206,(718)408-1368,9.428571428571429,A
10778,Ihop,Manhattan,2082,LEXINGTON AVE,10035,(212)860-0810,12.9,A
10779,Ihop,Manhattan,4168,BROADWAY,10033,(212)927-3777,20.047619047619047,B
10780,Ihop,Queens,15517,NORTHERN BLVD,11354,(718)353-5576,12.882352941176471,A
10781,Ihop,Queens,17019,HILLSIDE AVE,11432,(718)523-4561,14.833333333333334,B
10782,Ihop,Queens,25402,ROCKAWAY BOULEVARD,11422,(718)978-6689,13.3125,A
10783,Ihop,Queens,9801,LIBERTY AVENUE,11417,(718)659-6501,13.88888888888889,A
10784,Ihop,Staten Island,935,RICHMOND AVE,10314,(718)494-4467,10.0,A
10785,Ihs Markit Cafe,Manhattan,450,W 33RD ST,10001,(212)205-1200,13.153846153846153,A
10786,Ika Sushi,Brooklyn,8512,BAY PKWY,11214,(718)484-2301,11.181818181818182,A
10787,Ikea,Brooklyn,1,BEARD ST,11231,(718)246-0921,24.0,B
10788,Iki Modern Japanese Cuisine,Queens,13342,39TH AVE,11354,(718)939-3388,8.666666666666666,A
10789,Ikinari Steak,Manhattan,243,W 54TH ST,10019,(917)472-7158,12.5,A
10790,Ikinari Steak,Manhattan,368,W 46TH ST,10036,(917)409-5940,10.333333333333334,A
10791,Ikinari Steak,Manhattan,37,W 46TH ST,10036,(917)409-5783,18.666666666666668,B
10792,Ikinari Steak,Manhattan,90,E 10TH ST,10003,(917)388-3546,20.941176470588236,B
10793,Ikinari Steak,Manhattan,96,8TH AVE,10011,(917)971-5627,16.0,B
10794,Ikko,Bronx,3938,E TREMONT AVE,10465,(347)621-5052,19.0,B
10795,Ikura Sushi,Brooklyn,646,GRAND ST,11211,(929)295-9315,18.464285714285715,B
10796,Il Bacco Ristorante,Queens,25324,NORTHERN BOULEVARD,11362,(718)224-7657,24.904761904761905,B
10797,Il Bambino,Queens,3408,31 AVENUE,11106,(718)626-0087,12.764705882352942,A
10798,Il Baretto To Go,Manhattan,790,11TH AVE,10019,(917)456-7458,36.083333333333336,C
10799,Il Bastardo,Manhattan,544,W 27TH ST,10001,(212)262-2525,40.09090909090909,C
10800,Il Brigante,Manhattan,214,FRONT STREET,10038,(212)285-0222,11.428571428571429,A
10801,Il Buco Alimentarivineria,Manhattan,53,GREAT JONES STREET,10012,(212)837-2622,11.142857142857142,A
10802,Il Buco Restaurant,Manhattan,47,BOND STREET,10012,(212)533-1932,21.625,B
10803,Il Caffe Latte,Manhattan,189,LENOX AVENUE,10026,(212)222-2241,6.333333333333333,A
10804,Il Caffe Latte 2,Manhattan,458,WEST 145TH STREET,10031,(212)234-0202,15.416666666666666,B
10805,Il Cantinori Restauraunt,Manhattan,32,EAST   10 STREET,10003,(212)673-6044,14.083333333333334,B
10806,Il Carino Restaurant,Manhattan,1710,2ND AVE,10128,(917)325-4192,9.333333333333334,A
10807,Il Colosseo,Brooklyn,7704,18 AVENUE,11214,(718)234-3663,20.727272727272727,B
10808,Il Corallo,Manhattan,176,PRINCE STREET,10012,(212)941-7119,9.583333333333334,A
10809,Il Corso Ristorante Italiano,Manhattan,54,WEST   55 STREET,10019,(212)957-1500,17.384615384615383,B
10810,Il Cortile Restaurant,Manhattan,123,MULBERRY STREET,10013,(212)226-6060,15.5625,B
10811,Il Divo,Manhattan,1347,2ND AVE,10021,(646)476-4210,7.0,A
10812,Il Falco,Queens,2150,44TH DR,11101,(718)707-0009,21.94736842105263,B
10813,Il Fornetto Trattoria Cafe,Brooklyn,2902,EMMONS AVENUE,11235,(718)332-8494,14.666666666666666,B
10814,Il Forno Pizza,Staten Island,6382,AMBOY RD,10309,(347)680-2697,8.666666666666666,A
10815,Il Forno Pizzeria Restaurant,Manhattan,343,2ND AVE,10003,(212)358-8300,13.357142857142858,A
10816,Il Forno/Iron Bar,Manhattan,713,8TH AVENUE,10036,(212)247-1978,25.513513513513512,B
10817,Il Gattopardo,Manhattan,13-15,WEST 54TH STREET,10019,(212)246-0412,10.142857142857142,A
10818,Il Gnocchi Restaurant,Manhattan,118,EAST  116 STREET,10029,(212)289-2006,24.933333333333334,B
10820,Il Mattone,Manhattan,450,HUDSON ST,10014,(646)370-6875,13.571428571428571,A
10821,Il Mattone,Manhattan,49,BEACH ST,10013,(917)361-8838,16.0,B
10822,Il Melograno,Manhattan,501,W 51ST ST,10019,(212)757-9290,22.666666666666668,B
10823,Il Miglio Pizza,Queens,1103,36TH AVE,11106,(718)777-7676,11.2,A
10824,Il Mulino,Manhattan,361,GREENWICH ST,10013,(212)223-8848,45.64705882352941,C
10825,Il Mulino,Manhattan,86,WEST    3 STREET,10012,(212)673-3783,24.285714285714285,B
10826,Il Mulino Gramercy,Manhattan,43,E 20TH ST,10003,(212)777-5314,12.5,A
10827,Il Mulino Prime,Manhattan,331,W BROADWAY,10013,(212)226-0020,40.785714285714285,C
10828,Il Nocello Ristorante Italiano,Queens,1427,150 STREET,11357,(718)767-9890,15.777777777777779,B
